Date,Stock,Open,High,Low,Close,Volume,Daily_Return
3/1/2024,AAPL,178.7061901764464,179.6815803178056,176.54639012704013,178.8156738,73488000,-0.006030384
3/1/2024,ABBV,169.86233142917837,172.89196850822503,169.57287265653372,172.62181091308594,4028700,0.016245456718531948
3/1/2024,ADBE,561.1099853515625,572.8900146484375,560.6699829101562,570.9299926757812,2903700,0.019008287
3/1/2024,AMD,197.91000366210938,202.72000122070312,195.4199981689453,202.63999938964844,103583000,0.0525113
3/1/2024,AMZN,176.75,178.72999572753906,176.07000732421875,178.22000122070312,31956200,0.008259826
3/1/2024,BA,204,205.05999755859375,199.00999450683594,200,11591000,-0.018260363
3/1/2024,BAC,33.69765696207951,33.81476705567306,33.20970940700627,33.521995544433594,38424200,-0.004924652
3/1/2024,BLK,788.1154647367875,792.0106289129377,782.1609308950631,791.5055541992188,431300,0.004301574
3/1/2024,BP,33.50148568824935,33.87025675396183,33.39747259647263,33.70005416870117,7269000,0.018576643846427654
3/1/2024,C,53.62779310499939,54.082103278592236,53.231481151655565,53.74378586,12431100,0.001982186
3/1/2024,COP,110.59197804998495,112.27320515363934,110.42676471945613,111.01956939697266,5094300,0.015105597
3/1/2024,CRM,305.2947768984788,316.93972552636535,304.9168827423922,315.1199035644531,9450200,0.026099234568065732
3/1/2024,CSCO,46.63811807725703,46.93863154,46.20188468605832,46.919246673583984,18499900,0.000620242
3/1/2024,CVX,146.7026623790932,147.94875127155353,145.93583732019673,146.4726104736328,7458700,0.005262869
3/1/2024,DIS,110.43887720812353,111.14249799051883,110.03255682852388,110.94429016113281,7240100,0.003315939
3/1/2024,F,11.64578375,11.748021844712138,11.450602975505479,11.571429252624512,48740500,0.000803875
3/1/2024,GE,124.47796151708894,126.31738732083988,124.37489703891364,125.78617095947266,8698201,0.011217944
3/1/2024,GM,40.40694058785225,41.387160718146504,40.00099011203942,40.58516311645508,13074600,0.000244064
3/1/2024,GOOGL,137.9299871846384,138.36840034880373,136.42544673822982,136.6446533203125,31119500,-0.009533543
3/1/2024,GS,381.2203032064634,382.5998736113485,376.93483553573367,379.72332763671875,1697700,-0.002441709
3/1/2024,IBM,179.45502234031588,182.2509945742591,179.1550958999597,182.07684326171875,4017300,0.017132363
3/1/2024,INTC,42.96186273403715,43.812985247351655,42.684754483308424,43.36763000488281,41396900,0.017886260972086898
3/1/2024,JNJ,156.79973974875952,157.51674319328714,156.0827363042319,157.08071899414062,5668000,0.004585334
3/1/2024,JPM,181.54976622406227,182.27323324881348,180.9631846441657,181.1489258,6311800,-0.004138457
3/1/2024,KO,58.124772771833186,58.124772771833186,57.58136790129421,57.76573563,10924800,-0.008164028
3/1/2024,LLY,764.0558158409216,779.0185976007612,759.1973673782101,777.0712280273438,4240500,0.037734757
3/1/2024,MA,472.2269110710281,474.80227474182067,471.2226075438444,473.93719482421875,1748300,0.003938834
3/1/2024,MCD,284.47190971269265,285.7215190982985,282.65605385013424,283.82757568359375,3028600,-0.005302969
3/1/2024,META,490.7574679212223,502.8641169,490.4982032013804,500.9194641113281,16273600,0.024830114
3/1/2024,MRNA,92.51999664,96.87999725341797,92.11000061035156,95.05999755859375,3787800,0.030572417174045352
3/1/2024,MS,83.44948626,84.00117010753723,82.37515340138303,83.70113372802734,5522300,0.005113945
3/1/2024,MSFT,408.1538761,412.71902889421233,407.76684684717014,412.3518371582031,17800300,0.004496613
3/1/2024,NFLX,599.8099975585938,620.2800293,599.5,619.3400268554688,4264200,0.027234200906821382
3/1/2024,NKE,101.96703605464558,102.03575330907147,99.96440929615218,100.01348876953125,7347600,-0.016222574
3/1/2024,NVDA,79.97732295310118,82.27667403889559,79.41248066903071,82.25567626953125,479135000,0.040031818
3/1/2024,ORCL,110.48671732339078,112.7225716974383,110.32842327487826,112.56427764892578,7603700,0.018803642
3/1/2024,PEP,160.96354339034528,161.10023390197256,159.39159505755768,160.69992065429688,6109200,-0.00453608
3/1/2024,PFE,25.24752504545521,25.31339605004985,24.94639942739384,25.02168083190918,46213600,0.001129523
3/1/2024,PYPL,60.529998779296875,61.63999938964844,60.209999084472656,60.540000915527344,17462600,0.003314564
3/1/2024,SHOP,77.11000061035156,78.66000366210938,76.30999755859375,76.58999633789062,7791000,0.002880628
3/1/2024,SPGI,424.8108705487345,429.0490428621258,423.8083866052815,425.8133544921875,1484400,0.001470656
3/1/2024,SQ,79.79000091552734,80.62999725341797,78.11000061035156,79.25,9376886,-0.002768356
3/1/2024,T,15.943023531905443,16.113131329742036,15.886319130083445,16.046977996826172,27543000,0.002953401
3/1/2024,TSLA,200.52000427246094,204.52000427246094,198.5,202.63999938964844,82099200,0.003764585
3/1/2024,TSM,128.31353488381413,134.74251210933002,128.28395485407967,132.03089904785156,24361700,0.040646326
3/1/2024,UBER,79.5,81.47000122070312,79.31999969482422,81.02999877929688,18520800,0.019245268
3/1/2024,V,281.1027920981106,282.8001203,280.0208373688495,281.0630798339844,3955400,0.001839559
3/1/2024,VZ,37.460153860309575,37.74117454314478,37.25407036,37.65686798095703,12124600,0.004497869
3/1/2024,WFC,54.08551106524977,54.42720503318323,53.59737469723916,53.753578186035156,17758400,-0.009534037
3/1/2024,XOM,102.2680553218677,102.91617686004483,101.93915308828389,102.3841323852539,18459500,0.012629101845351265
3/1/2024,^DJI,38989.51172,39120.35938,38850.5,39087.37891,331030000,0.002333249
3/1/2024,^IXIC,16109.83008,16302.24023,16096.59961,16274.94043,5457910000,0.011373441373127013
3/4/2024,AAPL,175.32216819099037,176.06864352848322,172.97325852152966,174.27711486816406,81510100,-0.025381214
3/4/2024,ABBV,172.08149044977978,173.65419038990106,170.08423822996895,170.82717895507812,4723600,-0.010396322
3/4/2024,ADBE,572.8499755859375,576.25,564.0999755859375,567.9400024414062,2556400,-0.005237052
3/4/2024,AMD,205.16000366210938,211.00999450683594,203.5,205.36000061035156,86835300,0.013422824856374582
3/4/2024,AMZN,177.52999877929688,180.13999938964844,177.49000549316406,177.5800018310547,37381500,-0.003591064
3/4/2024,BA,199.5,201.5399932861328,196.9199981689453,200.5399932861328,7213900,0.002699966
3/4/2024,BAC,33.46344489424788,34.56620371054411,33.424408195597266,34.30271530151367,49136400,0.023289775695042758
3/4/2024,BLK,792.6128744862849,817.8589619,792.6128744862849,810.5833129882812,858900,0.024103127
3/4/2024,BP,34.04045568,34.06882157684714,33.67168466,33.728416442871094,7039700,0.000841609
3/4/2024,C,53.560130097850966,54.681403205809325,53.44413734526027,54.26575851,14314700,0.009712242
3/4/2024,COP,110.82521976463856,111.16535180164627,108.4345679146843,108.49287414550781,5877200,-0.022759008
3/4/2024,CRM,312.8227765402409,315.88565580021356,311.79849873094355,312.89239501953125,9350000,-0.007068765
3/4/2024,CSCO,46.890160635358264,47.956509305214325,46.75444440599237,47.62691116333008,25214500,0.015082606
3/4/2024,CVX,146.17546223224352,146.2617262079181,141.54577206675498,142.70559692382812,12503200,-0.025718211
